problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BookType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar__minus_3_bar_0_bar_30 book_3_dot_4752456_comma_3_dot_4752456_comma_2_dot_3932484_comma_2_dot_3932484_comma_2_dot_5867148_comma_2_dot_5867148 bed_4_dot_708_comma_4_dot_708_comma_0_dot_956_comma_0_dot_956_comma_0_dot_0_comma_0_dot_0)\n(PutObjectInReceptacle agent1 loc_bar__minus_1_bar__minus_5_bar_2_bar_15 booktype book_3_dot_4752456_comma_3_dot_4752456_comma_2_dot_3932484_comma_2_dot_3932484_comma_2_dot_5867148_comma_2_dot_5867148 cabinet__minus_0_dot_1202516556_comma__minus_0_dot_1202516556_comma__minus_7_dot_674432_comma__minus_7_dot_674432_comma_6_dot_10477304_comma_6_dot_10477304)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-Box-None-DiningTable-223/trial_T20190907_201444_740434,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BoxType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar__minus_2_bar_3_bar_60 box__minus_13_dot_019784_comma__minus_13_dot_019784_comma__minus_2_dot_209903_comma__minus_2_dot_209903_comma_2_dot_946186_comma_2_dot_946186 sofa__minus_13_dot_756_comma__minus_13_dot_756_comma__minus_0_dot_1679999828_comma__minus_0_dot_1679999828_comma__minus_0_dot_024_comma__minus_0_dot_024)\n(PutObjectInReceptacle agent1 loc_bar_8_bar__minus_5_bar_0_bar_60 boxtype box__minus_13_dot_019784_comma__minus_13_dot_019784_comma__minus_2_dot_209903_comma__minus_2_dot_209903_comma_2_dot_946186_comma_2_dot_946186 diningtable_7_dot_536_comma_7_dot_536_comma__minus_1_dot_168_comma__minus_1_dot_168_comma__minus_0_dot_0148_comma__minus_0_dot_0148)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-TomatoSliced-None-SideTable-28/trial_T20190908_083001_373327,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_12_bar_2_bar_30 tomato__minus_4_dot_13739776_comma__minus_4_dot_13739776_comma__minus_15_dot_51240732_comma__minus_15_dot_51240732_comma_3_dot_9722644_comma_3_dot_9722644 countertop__minus_7_dot_748_comma__minus_7_dot_748_comma__minus_14_dot_694479_comma__minus_14_dot_694479_comma_3_dot_9112_comma_3_dot_9112)\n(HeatObject_1 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 tomato__minus_4_dot_13739776_comma__minus_4_dot_13739776_comma__minus_15_dot_51240732_comma__minus_15_dot_51240732_comma_3_dot_9722644_comma_3_dot_9722644)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 tomatotype tomato__minus_4_dot_13739776_comma__minus_4_dot_13739776_comma__minus_15_dot_51240732_comma__minus_15_dot_51240732_comma_3_dot_9722644_comma_3_dot_9722644 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048)\n(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar__minus_12_bar_3_bar_45 knife__minus_14_dot_142356_comma__minus_14_dot_142356_comma__minus_12_dot_56206132_comma__minus_12_dot_56206132_comma_3_dot_1428268_comma_3_dot_1428268 diningtable__minus_14_dot_464_comma__minus_14_dot_464_comma__minus_13_dot_296_comma__minus_13_dot_296_comma_2_dot_673336984_comma_2_dot_673336984)\n(CutObject_0 knife__minus_14_dot_142356_comma__minus_14_dot_142356_comma__minus_12_dot_56206132_comma__minus_12_dot_56206132_comma_3_dot_1428268_comma_3_dot_1428268 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 tomato__minus_4_dot_13739776_comma__minus_4_dot_13739776_comma__minus_15_dot_51240732_comma__minus_15_dot_51240732_comma_3_dot_9722644_comma_3_dot_9722644)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0"
train/pick_heat_then_place_in_recep-TomatoSliced-None-SideTable-28/trial_T20190908_083001_373327,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_10_bar__minus_4_bar_0_bar_45 tomato__minus_10_dot_24329756_comma__minus_10_dot_24329756_comma__minus_1_dot_50609708_comma__minus_1_dot_50609708_comma_3_dot_7815476_comma_3_dot_7815476 diningtable__minus_12_dot_132_comma__minus_12_dot_132_comma__minus_1_dot_764_comma__minus_1_dot_764_comma_0_dot_0_comma_0_dot_0)\n(HeatObject_1 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 tomato__minus_10_dot_24329756_comma__minus_10_dot_24329756_comma__minus_1_dot_50609708_comma__minus_1_dot_50609708_comma_3_dot_7815476_comma_3_dot_7815476)\n(PutObjectInReceptacle agent1 loc_bar__minus_12_bar__minus_5_bar_0_bar_60 tomatotype tomato__minus_10_dot_24329756_comma__minus_10_dot_24329756_comma__minus_1_dot_50609708_comma__minus_1_dot_50609708_comma_3_dot_7815476_comma_3_dot_7815476 diningtable__minus_12_dot_132_comma__minus_12_dot_132_comma__minus_1_dot_764_comma__minus_1_dot_764_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar__minus_12_bar_3_bar_45 knife__minus_14_dot_142356_comma__minus_14_dot_142356_comma__minus_12_dot_56206132_comma__minus_12_dot_56206132_comma_3_dot_1428268_comma_3_dot_1428268 diningtable__minus_14_dot_464_comma__minus_14_dot_464_comma__minus_13_dot_296_comma__minus_13_dot_296_comma_2_dot_673336984_comma_2_dot_673336984)\n(CutObject_0 knife__minus_14_dot_142356_comma__minus_14_dot_142356_comma__minus_12_dot_56206132_comma__minus_12_dot_56206132_comma_3_dot_1428268_comma_3_dot_1428268 agent1 loc_bar__minus_12_bar__minus_5_bar_0_bar_60 tomato__minus_10_dot_24329756_comma__minus_10_dot_24329756_comma__minus_1_dot_50609708_comma__minus_1_dot_50609708_comma_3_dot_7815476_comma_3_dot_7815476)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0"
train/pick_heat_then_place_in_recep-TomatoSliced-None-SideTable-28/trial_T20190908_083001_373327,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_16_bar__minus_4_bar_0_bar_60 knife__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_864473344_comma_2_dot_864473344 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)\n(CutObject_0 knife__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_864473344_comma_2_dot_864473344 agent1 loc_bar__minus_16_bar__minus_4_bar_0_bar_60 tomato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_965064524_comma_2_dot_965064524)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 knifetype knife__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_864473344_comma_2_dot_864473344 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048)\n(PickupObjectInReceptacle agent1 loc_bar__minus_16_bar__minus_4_bar_0_bar_60 tomato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_965064524_comma_2_dot_965064524 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)\n(HeatObject_1 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 tomato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_965064524_comma_2_dot_965064524)\n(PutObjectInReceptacle agent1 loc_bar__minus_15_bar__minus_5_bar_0_bar_45 tomatotype tomato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_1_dot_722671748_comma__minus_1_dot_722671748_comma_2_dot_965064524_comma_2_dot_965064524 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle"
train/pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054109_225243,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_2_bar_3_bar_1_bar_45 mug_0_dot_722755968_comma_0_dot_722755968_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_68773_comma_3_dot_68773 diningtable_1_dot_66_comma_1_dot_66_comma_2_dot_712_comma_2_dot_712_comma_0_dot_052_comma_0_dot_052)\n(HeatObject_1 microwave__minus_4_dot_936_comma__minus_4_dot_936_comma__minus_6_dot_724_comma__minus_6_dot_724_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_1_bar__minus_5_bar_3_bar_30 mug_0_dot_722755968_comma_0_dot_722755968_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_68773_comma_3_dot_68773)\n(PutObjectInReceptacle agent1 loc_bar_6_bar_6_bar_0_bar_45 mugtype mug_0_dot_722755968_comma_0_dot_722755968_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_68773_comma_3_dot_68773 shelf_6_dot_20640184_comma_6_dot_20640184_comma_9_dot_9316_comma_9_dot_9316_comma_2_dot_1681444_comma_2_dot_1681444)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-403/trial_T20190909_080111_999655,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_3_bar_3_bar_45 soapbar__minus_3_dot_028514624_comma__minus_3_dot_028514624_comma_1_dot_454533696_comma_1_dot_454533696_comma_4_dot_2839794_comma_4_dot_2839794 toilet__minus_2_dot_78_comma__minus_2_dot_78_comma_2_dot_624_comma_2_dot_624_comma_0_dot_1049107312_comma_0_dot_1049107312)\n(RinseObject_0 sinkbasin__minus_7_dot_70479964_comma__minus_7_dot_70479964_comma_12_dot_364_comma_12_dot_364_comma_3_dot_84280014_comma_3_dot_84280014 agent1 loc_bar__minus_9_bar_10_bar_0_bar_45 soapbar__minus_3_dot_028514624_comma__minus_3_dot_028514624_comma_1_dot_454533696_comma_1_dot_454533696_comma_4_dot_2839794_comma_4_dot_2839794)\n(PutObjectInReceptacle agent1 loc_bar__minus_9_bar_10_bar_0_bar_45 soapbartype soapbar__minus_3_dot_028514624_comma__minus_3_dot_028514624_comma_1_dot_454533696_comma_1_dot_454533696_comma_4_dot_2839794_comma_4_dot_2839794 sinkbasin__minus_7_dot_70479964_comma__minus_7_dot_70479964_comma_12_dot_364_comma_12_dot_364_comma_3_dot_84280014_comma_3_dot_84280014)')",False,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-403/trial_T20190909_080111_999655,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectNotInReceptacle agent1 loc_bar__minus_9_bar_6_bar_2_bar_60 soapbar__minus_8_dot_52360916_comma__minus_8_dot_52360916_comma_4_dot_28855324_comma_4_dot_28855324_comma_2_dot_397407056_comma_2_dot_397407056)\n(RinseObject_0 sinkbasin__minus_7_dot_70479964_comma__minus_7_dot_70479964_comma_12_dot_364_comma_12_dot_364_comma_3_dot_84280014_comma_3_dot_84280014 agent1 loc_bar__minus_9_bar_10_bar_0_bar_45 soapbar__minus_8_dot_52360916_comma__minus_8_dot_52360916_comma_4_dot_28855324_comma_4_dot_28855324_comma_2_dot_397407056_comma_2_dot_397407056)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_11_bar_0_bar_60 soapbartype soapbar__minus_8_dot_52360916_comma__minus_8_dot_52360916_comma_4_dot_28855324_comma_4_dot_28855324_comma_2_dot_397407056_comma_2_dot_397407056 garbagecan__minus_0_dot_508_comma__minus_0_dot_508_comma_12_dot_996_comma_12_dot_996_comma_0_dot_1049107312_comma_0_dot_1049107312)')",True,"PickupObjectNotInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectNotInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CellPhoneType)\n\t\t(receptacleType ?r DeskType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_0_bar_3_bar_60 cellphone__minus_3_dot_8507514_comma__minus_3_dot_8507514_comma_0_dot_2281264_comma_0_dot_2281264_comma_2_dot_447409868_comma_2_dot_447409868 bed__minus_4_dot_848_comma__minus_4_dot_848_comma__minus_1_dot_064_comma__minus_1_dot_064_comma_0_dot_08_comma_0_dot_08)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_6_bar_2_bar_60 cellphonetype cellphone__minus_3_dot_8507514_comma__minus_3_dot_8507514_comma_0_dot_2281264_comma_0_dot_2281264_comma_2_dot_447409868_comma_2_dot_447409868 desk_1_dot_784_comma_1_dot_784_comma__minus_10_dot_104_comma__minus_10_dot_104_comma__minus_0_dot_016_comma__minus_0_dot_016)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-TomatoSliced-None-SideTable-3/trial_T20190908_091633_587949,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar__minus_9_bar_2_bar_45 knife_1_dot_682695388_comma_1_dot_682695388_comma__minus_10_dot_7139702_comma__minus_10_dot_7139702_comma_5_dot_41080188_comma_5_dot_41080188 countertop__minus_7_dot_236_comma__minus_7_dot_236_comma_4_dot_728_comma_4_dot_728_comma_5_dot_434_comma_5_dot_434)\n(CutObject_0 knife_1_dot_682695388_comma_1_dot_682695388_comma__minus_10_dot_7139702_comma__minus_10_dot_7139702_comma_5_dot_41080188_comma_5_dot_41080188 agent1 loc_bar_1_bar_7_bar_1_bar_30 tomato_3_dot_2746244_comma_3_dot_2746244_comma_6_dot_65152_comma_6_dot_65152_comma_6_dot_23376132_comma_6_dot_23376132)\n(PutObjectInReceptacle agent1 loc_bar_1_bar_4_bar_1_bar_45 knifetype knife_1_dot_682695388_comma_1_dot_682695388_comma__minus_10_dot_7139702_comma__minus_10_dot_7139702_comma_5_dot_41080188_comma_5_dot_41080188 sidetable_4_dot_088_comma_4_dot_088_comma_3_dot_4844_comma_3_dot_4844_comma_4_dot_9732_comma_4_dot_9732)\n(PickupObjectInReceptacle agent1 loc_bar_1_bar_7_bar_1_bar_30 tomato_3_dot_2746244_comma_3_dot_2746244_comma_6_dot_65152_comma_6_dot_65152_comma_6_dot_23376132_comma_6_dot_23376132 fridge_4_dot_052_comma_4_dot_052_comma_7_dot_668_comma_7_dot_668_comma_0_dot_911987304_comma_0_dot_911987304)\n(PutObjectInReceptacle agent1 loc_bar_1_bar_4_bar_1_bar_45 tomatotype tomato_3_dot_2746244_comma_3_dot_2746244_comma_6_dot_65152_comma_6_dot_65152_comma_6_dot_23376132_comma_6_dot_23376132 sidetable_4_dot_088_comma_4_dot_088_comma_3_dot_4844_comma_3_dot_4844_comma_4_dot_9732_comma_4_dot_9732)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, PutObjectInReceptacle",PickupObjectInReceptacle
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PenType)\n\t\t(receptacleType ?r DeskType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_2_bar__minus_8_bar_3_bar_60 pen_0_dot_512000204_comma_0_dot_512000204_comma__minus_8_dot_78529548_comma__minus_8_dot_78529548_comma_0_dot_604482292_comma_0_dot_604482292 garbagecan_0_dot_512_comma_0_dot_512_comma__minus_8_dot_588_comma__minus_8_dot_588_comma_0_dot_0_comma_0_dot_0)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_8_bar_3_bar_45 pentype pen_0_dot_512000204_comma_0_dot_512000204_comma__minus_8_dot_78529548_comma__minus_8_dot_78529548_comma_0_dot_604482292_comma_0_dot_604482292 desk__minus_3_dot_849575044_comma__minus_3_dot_849575044_comma__minus_8_dot_224_comma__minus_8_dot_224_comma__minus_0_dot_008_comma__minus_0_dot_008)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Cup-None-SinkBasin-12/trial_T20190906_180434_894600,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CupType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_1_bar_1_bar_60 cup_5_dot_38632108_comma_5_dot_38632108_comma__minus_0_dot_5259836_comma__minus_0_dot_5259836_comma_4_dot_2827792_comma_4_dot_2827792 cabinet_4_dot_87868928_comma_4_dot_87868928_comma_2_dot_364626648_comma_2_dot_364626648_comma_5_dot_55400372_comma_5_dot_55400372)\n(ChillObject_0 fridge__minus_4_dot_004_comma__minus_4_dot_004_comma_0_dot_476_comma_0_dot_476_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_1_bar_0_bar_3_bar_60 cup_5_dot_38632108_comma_5_dot_38632108_comma__minus_0_dot_5259836_comma__minus_0_dot_5259836_comma_4_dot_2827792_comma_4_dot_2827792)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_5_bar_1_bar_60 cuptype cup_5_dot_38632108_comma_5_dot_38632108_comma__minus_0_dot_5259836_comma__minus_0_dot_5259836_comma_4_dot_2827792_comma_4_dot_2827792 sinkbasin_5_dot_84550096_comma_5_dot_84550096_comma_5_dot_47880888_comma_5_dot_47880888_comma_3_dot_3322824_comma_3_dot_3322824)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o KnifeType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_4_bar_2_bar_60 knife_2_dot_9430828_comma_2_dot_9430828_comma_1_dot_804511784_comma_1_dot_804511784_comma_3_dot_208490132_comma_3_dot_208490132 drawer_2_dot_94735098_comma_2_dot_94735098_comma_2_dot_0851204_comma_2_dot_0851204_comma_3_dot_211019756_comma_3_dot_211019756)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_22_bar_1_bar_30 knifetype knife_2_dot_9430828_comma_2_dot_9430828_comma_1_dot_804511784_comma_1_dot_804511784_comma_3_dot_208490132_comma_3_dot_208490132 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o KnifeType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_4_bar_2_bar_60 knife_2_dot_9430828_comma_2_dot_9430828_comma_1_dot_804511784_comma_1_dot_804511784_comma_3_dot_208490132_comma_3_dot_208490132 drawer_2_dot_94735098_comma_2_dot_94735098_comma_2_dot_0851204_comma_2_dot_0851204_comma_3_dot_211019756_comma_3_dot_211019756)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_24_bar_1_bar_60 knifetype knife_2_dot_9430828_comma_2_dot_9430828_comma_1_dot_804511784_comma_1_dot_804511784_comma_3_dot_208490132_comma_3_dot_208490132 garbagecan_8_dot_00458908_comma_8_dot_00458908_comma_26_dot_0127182_comma_26_dot_0127182_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-BreadSliced-None-CounterTop-11/trial_T20190907_154448_313676,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar__minus_1_bar_0_bar_45 knife_0_dot_1414730548_comma_0_dot_1414730548_comma_2_dot_1639236_comma_2_dot_1639236_comma_3_dot_7505984_comma_3_dot_7505984 countertop_1_dot_124_comma_1_dot_124_comma_1_dot_8324_comma_1_dot_8324_comma_3_dot_7912_comma_3_dot_7912)\n(CutObject_0 knife_0_dot_1414730548_comma_0_dot_1414730548_comma_2_dot_1639236_comma_2_dot_1639236_comma_3_dot_7505984_comma_3_dot_7505984 agent1 loc_bar__minus_8_bar__minus_1_bar_0_bar_45 bread__minus_7_dot_7158146_comma__minus_7_dot_7158146_comma_1_dot_0205968_comma_1_dot_0205968_comma_4_dot_14039232_comma_4_dot_14039232)\n(PutObjectInReceptacle agent1 loc_bar_1_bar__minus_1_bar_0_bar_45 knifetype knife_0_dot_1414730548_comma_0_dot_1414730548_comma_2_dot_1639236_comma_2_dot_1639236_comma_3_dot_7505984_comma_3_dot_7505984 countertop_1_dot_124_comma_1_dot_124_comma_1_dot_8324_comma_1_dot_8324_comma_3_dot_7912_comma_3_dot_7912)\n(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_1_bar_0_bar_45 bread__minus_7_dot_7158146_comma__minus_7_dot_7158146_comma_1_dot_0205968_comma_1_dot_0205968_comma_4_dot_14039232_comma_4_dot_14039232 diningtable__minus_8_dot_812_comma__minus_8_dot_812_comma_1_dot_792_comma_1_dot_792_comma_3_dot_96_comma_3_dot_96)\n(HeatObject_1 microwave__minus_4_dot_152_comma__minus_4_dot_152_comma__minus_6_dot_892_comma__minus_6_dot_892_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_4_bar__minus_4_bar_2_bar_45 bread__minus_7_dot_7158146_comma__minus_7_dot_7158146_comma_1_dot_0205968_comma_1_dot_0205968_comma_4_dot_14039232_comma_4_dot_14039232)\n(PutObjectInReceptacle agent1 loc_bar_1_bar__minus_1_bar_0_bar_45 breadtype bread__minus_7_dot_7158146_comma__minus_7_dot_7158146_comma_1_dot_0205968_comma_1_dot_0205968_comma_4_dot_14039232_comma_4_dot_14039232 countertop_1_dot_124_comma_1_dot_124_comma_1_dot_8324_comma_1_dot_8324_comma_3_dot_7912_comma_3_dot_7912)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
